-- insert dos endereços dos canais de denuncia

INSERT INTO Endereco (cidade, cep, estado, rua, bairro, tipo_endereco) VALUES
('Abadia de Goiás', '75345-000', 'Goiás', 'Rua 01, Lote 10', 'Centro', 'LocalDenuncia'),
('animais.rodoviarias@policia.go.br', 'Denúncias de animais em rodovias.', 'Polícia Rodoviária Estadual', 'PRE GO - Animais', '198', 'www.pm.go.gov.br', 1264),
('adocao.consciente.go@adocao.org', 'Denúncias sobre adoção e tráfico de animais.', 'ONG de Adoção', 'Adoção Consciente GO', '6239998877', 'www.adocaoconscientego.org', 1265),
('denuncia.etica.veterinaria@crmv.go.br', 'Denúncias de ética em clínicas veterinárias.', 'Conselho de Classe', 'CRMV-GO - Ética Veterinária', '6232500000', 'www.crmvgo.org.br', 1266),
('protecao.ambiental.federal@ibama.gov.br', 'Denúncias de impacto ambiental em nível federal.', 'Órgão Governamental', 'IBAMA - Proteção Ambiental', '6133161600', 'www.ibama.gov.br', 1267),
('sos.fauna.goiana@email.net', 'Resgate e proteção da fauna goiana.', 'ONG', 'SOS Fauna Goiana', '62998765432', 'www.sosfaunagoiana.org', 1268),
('fiscalizacao.municipal.rio.verde@rioverde.go.gov.br', 'Fiscalização em Rio Verde.', 'Prefeitura Municipal', 'Prefeitura de Rio Verde - Fiscalização Animal', '6436028000', 'www.rioverde.go.gov.br', 1269),
('vida.livre.animal@ong.org', 'ONG focada na liberdade animal.', 'ONG', 'Vida Livre Animal GO', '6230876543', 'www.vidalivreanimalgo.org', 1270),
('canais.denuncia.go@email.com', 'Canal central de denúncias para o estado.', 'Plataforma Digital', 'Canais de Denúncia Goiás', '08007212345', 'www.canaisdenuncia.go.com', 1271),
('protecao.vida.silvestre@semad.go.gov.br', 'Proteção da vida selvagem e denúncias.', 'Secretaria de Meio Ambiente', 'SEMAD GO - Vida Silvestre', '6232014000', 'www.semad.go.gov.br', 1272),
('denuncia.bicho.solto@cidades.go.gov.br', 'Denúncias de animais soltos em vias públicas.', 'Prefeitura Municipal', 'Prefeitura de Anápolis - Animais Soltos', '6239023000', 'www.anapolis.go.gov.br', 1273),
('adocao.animal.go@ong.org', 'ONG de adoção e denúncias de maus-tratos.', 'ONG de Adoção', 'Adoção Animal GO', '6235004455', 'www.adocaoanimalgo.org', 1274),
('fiscalizacao.criacao@agrodefesa.go.br', 'Fiscalização de criadouros de animais.', 'Órgão Rural', 'Agrodefesa GO - Criadouros', '6232013500', 'www.agrodefesa.go.gov.br', 1275),
('saude.publica.animal@saude.go.gov.br', 'Denúncias relacionadas à saúde pública animal.', 'Secretaria de Saúde', 'Secretaria Estadual de Saúde de GO - Saúde Pública Animal', '6232016000', 'www.saude.go.gov.br', 1276),
('denuncia.caca.ilegal@pm.go.gov.br', 'Denúncias de caça ilegal de animais.', 'Polícia Militar Ambiental', 'Polícia Militar Ambiental GO - Caça Ilegal', '190', 'www.pm.go.gov.br', 1277),
('direitos.animais.br@mpgo.mp.br', 'Defesa dos direitos animais em nível estadual.', 'Ministério Público', 'MPGO - Direitos Animais GO', '6232438000', 'www.mpgo.mp.br', 1278),
('bicho.resgatado@email.com', 'Canal para denúncias de animais resgatados ilegalmente.', 'ONG', 'Bicho Resgatado GO', '62987654321', 'www.bichoresgatadogo.com', 1279),
('canais.denuncia.regional@ong.org', 'Canais de denúncia em diversas regiões de Goiás.', 'Rede de ONGs', 'Canais de Denúncia Regional GO', '6230987654', 'www.canaisdenunciaregionalgo.org', 1280),
('fiscalizacao.municipal.luziania@luziania.go.gov.br', 'Fiscalização em Luziânia.', 'Prefeitura Municipal', 'Prefeitura de Luziânia - Fiscalização Animal', '6139063000', 'www.luziania.go.gov.br', 1281),
('protecao.aquatica.go@ibama.gov.br', 'Denúncias de crimes contra animais aquáticos.', 'Órgão Governamental', 'IBAMA - Proteção Aquática', '6133161600', 'www.ibama.gov.br', 1282),
('sos.fauna.silvestre.go@semad.go.gov.br', 'Resgate de fauna silvestre em risco.', 'Secretaria de Meio Ambiente', 'SEMAD GO - SOS Fauna Silvestre', '6232014000', 'www.semad.go.gov.br', 1283),
('denuncia.ambiente.urbano@cidades.go.gov.br', 'Denúncias ambientais em áreas urbanas.', 'Prefeitura Municipal', 'Prefeitura de Goiânia - Meio Ambiente Urbano', '156', 'www.goiania.go.gov.br', 1284),
('adocao.legal.go@adocao.org', 'Denúncias de adoção ilegal de animais.', 'ONG de Adoção', 'Adoção Legal GO', '6239998877', 'www.adocaolegalgo.org', 1285),
('fiscalizacao.animais.exoticos@ibama.gov.br', 'Fiscalização de animais exóticos e silvestres.', 'Órgão Governamental', 'IBAMA - Animais Exóticos', '6133161600', 'www.ibama.gov.br', 1286),
('bemestar.animal.goias@email.com', 'Promove o bem-estar animal em todo o estado.', 'ONG', 'Bem-Estar Animal Goiás', '6232223344', 'www.bemestaranimalgoias.com', 1287),
('protecao.ecossistemas.go@semad.go.gov.br', 'Denúncias de degradação de ecossistemas que afetam animais.', 'Secretaria de Meio Ambiente', 'SEMAD GO - Ecossistemas', '6232014000', 'www.semad.go.gov.br', 1288),
('animais.abandonados.goiania@goiania.go.gov.br', 'Denúncias de abandono em Goiânia.', 'Prefeitura Municipal', 'Prefeitura de Goiânia - Animais Abandonados', '156', 'www.goiania.go.gov.br', 1289),
('sos.bicho.rodovia@agrodefesa.go.br', 'Resgate de animais em rodovias rurais.', 'Órgão Rural', 'Agrodefesa GO - SOS Rodovia', '6232013500', 'www.agrodefesa.go.gov.br', 1290),
('denuncia.crueldade.animal@policia.go.br', 'Denúncias de crueldade extrema contra animais.', 'Delegacia Especializada', 'Delegacia de Proteção Animal GO', '6232012000', 'www.policiacivil.go.gov.br', 1291),
('etica.veterinaria.go@crmv.go.br', 'Denúncias relacionadas à ética profissional veterinária.', 'Conselho de Classe', 'CRMV-GO - Ética e Fiscalização', '6232500000', 'www.crmvgo.org.br', 1292),
('meio.ambiente.integrado@ibama.gov.br', 'Denúncias integradas de meio ambiente.', 'Órgão Governamental', 'IBAMA - Meio Ambiente Integrado', '6133161600', 'www.ibama.gov.br', 1293),
('fauna.protegida.go@semad.go.gov.br', 'Proteção da fauna silvestre.', 'Secretaria de Meio Ambiente', 'SEMAD GO - Fauna Protegida', '6232014000', 'www.semad.go.gov.br', 1294),
('fiscalizacao.areas.protegidas@pm.go.gov.br', 'Fiscalização de áreas de proteção ambiental.', 'Polícia Militar Ambiental', 'Polícia Ambiental GO - Áreas Protegidas', '190', 'www.pm.go.gov.br', 1295),
('denuncia.qualidade.de.vida@email.com', 'Denúncias relacionadas à qualidade de vida dos animais.', 'ONG', 'Qualidade de Vida Animal e Ambiente', '6230998877', 'www.qualidadedevidaanimal.com', 1296),
('animais.resgatados.go@ong.org', 'ONG de resgate de animais em todo o estado.', 'ONG', 'Resgate Animal Goiás', '6236541234', 'www.resgateanimalgoias.org', 1297),
('sos.vida.rural@agrodefesa.go.br', 'Resgate e proteção de animais em áreas rurais.', 'Órgão Rural', 'Agrodefesa GO - SOS Vida Rural', '6232013500', 'www.agrodefesa.go.gov.br', 1298),
('linha.verde.goias@pm.go.gov.br', 'Canal direto para denúncias ambientais em Goiás.', 'Polícia Militar Ambiental', 'Linha Verde Goiás', '190', 'www.pm.go.gov.br', 1299),
('defesa.animal.estadual@mpgo.mp.br', 'Defesa animal em nível estadual pelo MP.', 'Ministério Público', 'MPGO - Defesa Animal Estadual', '6232438000', 'www.mpgo.mp.br', 1300),
('animais.sinistro@email.com', 'Denúncias de animais envolvidos em acidentes.', 'ONG', 'Animais em Sinistro Alerta', '62987654321', 'www.animaissinistro.com', 1301),
('adocao.responsavel.go@adocao.org', 'Incentivo à adoção responsável e denúncias.', 'ONG de Adoção', 'Adoção Responsável Goiás', '6239998877', 'www.adocaoresponsavelgoias.org', 1302),
('denuncia.veterinaria.ilegal@crmv.go.br', 'Denúncias de prática ilegal da medicina veterinária.', 'Conselho de Classe', 'CRMV-GO - Prática Ilegal', '6232500000', 'www.crmvgo.org.br', 1303),
('protecao.fauna.nacional@ibama.gov.br', 'Proteção da fauna em nível nacional.', 'Órgão Governamental', 'IBAMA - Proteção Fauna Nacional', '6133161600', 'www.ibama.gov.br', 1304),
('sos.animais.goias@email.net', 'Resgate e proteção animal em todo o estado.', 'ONG', 'SOS Animais Goiás', '62998765432', 'www.sosanimaisgoias.org', 1305),
('fiscalizacao.municipal.cidades@cidades.go.gov.br', 'Fiscalização de animais em várias cidades de Goiás.', 'Prefeitura Municipal', 'Prefeituras de GO - Fiscalização', '6235455800', 'www.cidadesgo.gov.br', 1306),
('vida.animal.plena@ong.org', 'ONG focada na vida plena e digna dos animais.', 'ONG', 'Vida Animal Plena GO', '6230876543', 'www.vidaanimalplenago.org', 1307),
('canais.denuncia.brasil@email.com', 'Canal de denúncias para todo o Brasil.', 'Plataforma Digital', 'Canais de Denúncia Brasil', '08007212345', 'www.canaisdenunciabrasil.com', 1308),
('protecao.integrada.animal@semad.go.gov.br', 'Proteção integrada de animais e meio ambiente.', 'Secretaria de Meio Ambiente', 'SEMAD GO - Proteção Integrada', '6232014000', 'www.semad.go.gov.br', 1309),
('denuncia.animais.urbano@cidades.go.gov.br', 'Denúncias de animais em áreas urbanas.', 'Prefeitura Municipal', 'Prefeitura de Rio Verde - Animais Urbanos', '6436028000', 'www.rioverde.go.gov.br', 1310),
('adocao.segura.goias@adocao.org', 'Adoção segura e responsável em Goiás.', 'ONG de Adoção', 'Adoção Segura Goiás', '6235004455', 'www.adocaoseguragoias.org', 1311),
('fiscalizacao.zoonoses@saude.go.gov.br', 'Fiscalização de zoonoses e doenças animais.', 'Secretaria de Saúde', 'Secretaria Estadual de Saúde de GO - Zoonoses Fiscalização', '6232016000', 'www.saude.go.gov.br', 1312),
('denuncia.pm.ambiental.go@pm.go.gov.br', 'Denúncias diretas para a Polícia Militar Ambiental.', 'Polícia Militar Ambiental', 'PM Ambiental GO - Denúncias', '190', 'www.pm.go.gov.br', 1313),
('direitos.animais.federal@mpf.mp.br', 'Defesa dos direitos animais em nível federal.', 'Ministério Público Federal', 'MPF - Direitos Animais', '6133198000', 'www.mpf.mp.br', 1314),
('bicho.resgate.go@email.com', 'Resgate de animais em diversas situações.', 'ONG', 'Bicho Resgate GO', '62987654321', 'www.bichoresgategogo.com', 1315),
('canais.denuncia.publicos@gov.br', 'Canais de denúncia de órgãos públicos.', 'Órgão Governamental', 'Canais de Denúncia Públicos GO', '0800618080', 'www.gov.br', 1316),
('fiscalizacao.municipal.cerrado@cidades.go.gov.br', 'Fiscalização em cidades do Cerrado.', 'Prefeitura Municipal', 'Prefeitura de Catalão - Fiscalização Cerrado', '6434412000', 'www.catalao.go.gov.br', 1317),
('protecao.vida.animal@ong.org', 'ONG de proteção da vida animal em todas as suas formas.', 'ONG', 'Proteção Vida Animal GO', '6230998877', 'www.protecaovidaanimalgo.org', 1318),
('sos.bicho.perigo@bombeiros.go.br', 'Resgate de animais em situações de perigo iminente.', 'Corpo de Bombeiros', 'Corpo de Bombeiros Militar GO - Perigo Animal', '193', 'www.bombeiros.go.gov.br', 1319),
('linha.direta.ambiental.go@semad.go.gov.br', 'Linha direta para denúncias ambientais na SEMAD.', 'Secretaria de Meio Ambiente', 'SEMAD GO - Linha Direta Ambiental', '6232014000', 'www.semad.go.gov.br', 1320),
('defesa.animal.civel@adv.br', 'Defesa cível dos direitos animais.', 'Escritório de Advocacia', 'Defesa Animal Cível GO', '6239991122', 'www.defesaanimalcivelgo.adv.br', 1321),
('animais.transito@policia.go.br', 'Denúncias de animais que causam acidentes de trânsito.', 'Polícia Rodoviária Estadual', 'PRE GO - Animais no Trânsito', '198', 'www.pm.go.gov.br', 1322),
('adocao.consciente.online@adocao.org', 'Plataforma online para adoção consciente e denúncias.', 'ONG de Adoção', 'Adoção Consciente Online GO', '6235004455', 'www.adocaoconscienteonlinego.org', 1323),
('denuncia.etica.animal@crmv.go.br', 'Denúncias de ética em relação ao tratamento animal.', 'Conselho de Classe', 'CRMV-GO - Ética Animal', '6232500000', 'www.crmvgo.org.br', 1324),
('protecao.biodiversidade@ibama.gov.br', 'Proteção da biodiversidade e denúncias.', 'Órgão Governamental', 'IBAMA - Proteção Biodiversidade', '6133161600', 'www.ibama.gov.br', 1325),
('sos.vidas.goianas@email.net', 'ONG para resgate e proteção de vidas animais em Goiás.', 'ONG', 'SOS Vidas Goianas', '62998765432', 'www.sosvidasgoianas.org', 1326),
('fiscalizacao.municipal.geral@cidades.go.gov.br', 'Fiscalização geral de animais pelos municípios.', 'Prefeitura Municipal', 'Prefeitura de Itumbiara - Fiscalização Geral', '6434311000', 'www.itumbiara.go.gov.br', 1327),
('vida.digna.animal@ong.org', 'ONG que luta por uma vida digna para todos os animais.', 'ONG', 'Vida Digna Animal GO', '6230876543', 'www.vidadignaanimalgo.org', 1328),
('canais.denuncia.goias.online@email.com', 'Canal de denúncias online para Goiás.', 'Plataforma Digital', 'Canais de Denúncia Goiás Online', '08007212345', 'www.canaisdenunciago.com', 1329),
('protecao.meio.ambiente.animal@semad.go.gov.br', 'Proteção do meio ambiente e animais.', 'Secretaria de Meio Ambiente', 'SEMAD GO - Meio Ambiente e Animal', '6232014000', 'www.semad.go.gov.br', 1330),
('denuncia.animais.rurais@agrodefesa.go.br', 'Denúncias de maus-tratos a animais rurais.', 'Órgão Rural', 'Agrodefesa GO - Animais Rurais', '6232013500', 'www.agrodefesa.go.gov.br', 1331),
('adocao.resgate.go@adocao.org', 'Adoção e resgate de animais em Goiás.', 'ONG de Adoção', 'Adoção e Resgate GO', '6235004455', 'www.adocaoeresgategogo.org', 1332),
('fiscalizacao.pecuaria.go@agrodefesa.go.br', 'Fiscalização de pecuária em Goiás.', 'Órgão Rural', 'Agrodefesa GO - Pecuária Fiscalização', '6232013500', 'www.agrodefesa.go.gov.br', 1333),
('saude.animal.publica.go@saude.go.gov.br', 'Saúde pública animal em Goiás.', 'Secretaria de Saúde', 'Secretaria Estadual de Saúde de GO - Saúde Animal Pública', '6232016000', 'www.saude.go.gov.br', 1334),
('denuncia.caca.go@pm.go.gov.br', 'Denúncias de caça em Goiás.', 'Polícia Militar Ambiental', 'Polícia Militar Ambiental GO - Caça', '190', 'www.pm.go.gov.br', 1335),
('direitos.animais.goias@mpgo.mp.br', 'Direitos animais em Goiás pelo MP.', 'Ministério Público', 'MPGO - Direitos Animais Goiás', '6232438000', 'www.mpgo.mp.br', 1336),
('bicho.cuidado@email.com', 'Cuidados e denúncias para animais.', 'ONG', 'Bicho Cuidado GO', '62987654321', 'www.bichocuidadogo.com', 1337),
('canais.denuncia.goias.br@ong.org', 'Canais de denúncia para o estado de Goiás.', 'ONG', 'Canais de Denúncia Goiás BR', '6230987654', 'www.canaisdenunciagoias.br.org', 1338),
('fiscalizacao.municipal.formosa@formosa.go.gov.br', 'Fiscalização em Formosa.', 'Prefeitura Municipal', 'Prefeitura de Formosa - Fiscalização Animal', '6136311000', 'www.formosa.go.gov.br', 1339),
('protecao.vida.urbana@ong.org', 'ONG de proteção da vida animal urbana.', 'ONG', 'Proteção Vida Urbana GO', '6230998877', 'www.protecaovidaurbanago.org', 1340),
('sos.bicho.urbano.go@bombeiros.go.br', 'Resgate de animais urbanos em Goiás.', 'Corpo de Bombeiros', 'Corpo de Bombeiros Militar GO - Resgate Urbano', '193', 'www.bombeiros.go.gov.br', 1341),
('linha.verde.animal.goias@semad.go.gov.br', 'Linha verde animal em Goiás.', 'Secretaria de Meio Ambiente', 'SEMAD GO - Linha Verde Animal', '6232014000', 'www.semad.go.gov.br', 1342),
('defesa.animal.juridica@adv.br', 'Defesa jurídica dos animais.', 'Escritório de Advocacia', 'Defesa Animal Jurídica GO', '6239991122', 'www.defesaanimaljuridicago.adv.br', 1343),
('animais.rodoviarios.go@policia.go.br', 'Animais em rodovias goianas.', 'Polícia Rodoviária Estadual', 'PRE GO - Animais Rodoviários', '198', 'www.pm.go.gov.br', 1344),
('adocao.emergencia.go@adocao.org', 'Adoção de emergência para animais em Goiás.', 'ONG de Adoção', 'Adoção Emergência GO', '6235004455', 'www.adocaoemergenciago.org', 1345),
('denuncia.etica.veterinaria.go@crmv.go.br', 'Ética veterinária em Goiás.', 'Conselho de Classe', 'CRMV-GO - Ética Veterinária Goiás', '6232500000', 'www.crmvgo.org.br', 1346),
('protecao.fauna.silvestre.goias@ibama.gov.br', 'Proteção da fauna silvestre em Goiás.', 'Órgão Governamental', 'IBAMA - Fauna Silvestre Goiás', '6133161600', 'www.ibama.gov.br', 1347),
('sos.animais.perigo.go@email.net', 'Animais em perigo em Goiás.', 'ONG', 'SOS Animais Perigo GO', '62998765432', 'www.sosanimaisperigogo.org', 1348),
('fiscalizacao.municipal.valparaiso@valparaiso.go.gov.br', 'Fiscalização em Valparaíso de Goiás.', 'Prefeitura Municipal', 'Prefeitura de Valparaíso - Fiscalização Animal', '6136279000', 'www.valparaisodegoias.go.gov.br', 1349),
('vida.animal.feliz@ong.org', 'ONG focada na felicidade animal.', 'ONG', 'Vida Animal Feliz GO', '6230876543', 'www.vidaanimalfelizgo.org', 1350),
('canais.denuncia.governamentais@gov.br', 'Canais de denúncia governamentais.', 'Órgão Governamental', 'Canais de Denúncia Governamentais GO', '0800618080', 'www.gov.br', 1351),
('protecao.biodiversidade.go@semad.go.gov.br', 'Proteção da biodiversidade em Goiás.', 'Secretaria de Meio Ambiente', 'SEMAD GO - Biodiversidade', '6232014000', 'www.semad.go.gov.br', 1352),
('denuncia.animal.urbana.go@cidades.go.gov.br', 'Denúncias de animais urbanos em Goiás.', 'Prefeitura Municipal', 'Prefeitura de Goiânia - Animais Urbanos GO', '156', 'www.goiania.go.gov.br', 1353),
('adocao.e.resgate.go@adocao.org', 'Adoção e resgate de animais em Goiás.', 'ONG de Adoção', 'Adoção e Resgate Goiás', '6235004455', 'www.adocaoeresgategogo.org', 1354),
('fiscalizacao.saude.animal.go@saude.go.gov.br', 'Fiscalização da saúde animal em Goiás.', 'Secretaria de Saúde', 'Secretaria Estadual de Saúde de GO - Fiscalização Animal', '6232016000', 'www.saude.go.gov.br', 1355),
('denuncia.ambiental.go@pm.go.gov.br', 'Denúncias ambientais em Goiás.', 'Polícia Militar Ambiental', 'Polícia Ambiental GO - Denúncias', '190', 'www.pm.go.gov.br', 1356),
('direitos.animais.mg@mpmg.mp.br', 'Defesa dos direitos animais em Minas Gerais. (Exemplo de outro estado)', 'Ministério Público', 'MPMG - Direitos Animais', '3133308000', 'www.mpmg.mp.br', 1357),
('bicho.em.risco@email.com', 'Animais em risco em Goiás.', 'ONG', 'Bicho em Risco GO', '62987654321', 'www.bichoemriscogo.com', 1358),
('canais.denuncia.seguros@ong.org', 'Canais de denúncia seguros e confiáveis.', 'ONG', 'Canais de Denúncia Seguros GO', '6230987654', 'www.canaisdenunciasegurosgo.org', 1359),
('fiscalizacao.rural.animal.go@agrodefesa.go.gov.br', 'Fiscalização de animais rurais em Goiás.', 'Órgão Rural', 'Agrodefesa GO - Fiscalização Animal Rural', '6232013500', 'www.agrodefesa.go.gov.br', 1360),
('protecao.vida.silvestre.goias@semad.go.gov.br', 'Proteção da vida silvestre em Goiás.', 'Secretaria de Meio Ambiente', 'SEMAD GO - Vida Silvestre Goiás', '6232014000', 'www.semad.go.gov.br', 1361),
('faunacerrado@conservacao.org', 'Denúncias de crimes contra a fauna do cerrado.', 'ONG de Conservação', 'Instituto Guardião do Cerrado', '6230112233', 'www.guardiaocerrado.org', 1362),
('vigilancia.ambiental@go.gov.br', 'Fiscalização e denúncias ambientais em geral.', 'Órgão Governamental', 'Secretaria de Meio Ambiente GO', '6232014000', 'www.semad.go.gov.br', 1363),
('resgate.animais.go@resgate.org', 'Resgate de animais em situação de emergência.', 'ONG de Resgate', 'Resgate Animal Goiás', '62991112222', 'www.resgateanimalgo.org', 1364),
('denuncia.comunit@ong.net', 'Apoio a denúncias em comunidades carentes.', 'ONG Social', 'Comunidade Animal Segura', '6235554433', 'www.comunidadeanimal.org', 1365),
('fiscalizacao.agropecuaria@agro.go.gov.br', 'Denúncias de maus-tratos em propriedades rurais.', 'Órgão Rural', 'Agrodefesa GO - Fiscalização', '6232013500', 'www.agrodefesa.go.gov.br', 1366),
('protecao.legal.animal@adv.br', 'Assessoria jurídica para casos de maus-tratos animais.', 'Escritório de Advocacia', 'Justiça Animal GO', '6239001010', 'www.justicaanimalgo.adv.br', 1367),
('cuidado.responsavel@pet.org', 'Denúncias sobre abandono e negligência de pets.', 'ONG de Proteção', 'Cuidado Pet Responsável', '6230304040', 'www.cuidapet.org', 1368),
('sos.bicho.rodovia@policia.go.br', 'Denúncias de animais abandonados ou feridos em rodovias estaduais.', 'Órgão de Trânsito', 'Batalhão Rodoviário da PMGO', '198', 'www.pm.go.gov.br', 1369),
('denuncia.rural.go@mpgo.mp.br', 'Denúncias de crimes ambientais e maus-tratos no campo.', 'Ministério Público', 'MPGO - Meio Ambiente Rural', '6232438000', 'www.mpgo.mp.br', 1370);
