-- Aqui os 1000 inserts de usuario.
Use adrianob_2025petcare5;
INSERT INTO usuarios (usuario_nome, cpf, email, verificado, telefone, tipo, senha) VALUES
INSERT INTO endereco (cidade, cep, estado, rua, bairro, tipo_endereco) VALUES ('Campos Verdes', '76490-002', 'Goiás', 'Rua do Comércio, 20', 'Setor Central', 'Residencial');
INSERT INTO endereco (cidade, cep, estado, rua, bairro, tipo_endereco) VALUES ('Campos Verdes', '76490-003', 'Goiás', 'Avenida Brasil, 30', 'Vila Nova', 'Residencial');
INSERT INTO endereco (cidade, cep, estado, rua, bairro, tipo_endereco) VALUES ('Campos Verdes', '76490-004', 'Goiás', 'Rua Sete de Setembro, 40', 'Centro', 'Residencial');
INSERT INTO endereco (cidade, cep, estado, rua, bairro, tipo_endereco) VALUES ('Campos Verdes', '76490-005', 'Goiás', 'Avenida Goiás, 50', 'Jardim América', 'Residencial');
INSERT INTO endereco (cidade, cep, estado, rua, bairro, tipo_endereco) VALUES ('Carmo do Rio Verde', '76340-001', 'Goiás', 'Avenida Principal, 10', 'Centro', 'Residencial');
INSERT INTO endereco (cidade, cep, estado, rua, bairro, tipo_endereco) VALUES ('Carmo do Rio Verde', '76340-002', 'Goiás', 'Rua do Comércio, 20', 'Setor Central', 'Residencial');
INSERT INTO endereco (cidade, cep, estado, rua, bairro, tipo_endereco) VALUES ('Carmo do Rio Verde', '76340-003', 'Goiás', 'Avenida Brasil, 30', 'Vila Nova', 'Residencial');
INSERT INTO endereco (cidade, cep, estado, rua, bairro, tipo_endereco) VALUES ('Carmo do Rio Verde', '76340-004', 'Goiás', 'Rua Sete de Setembro, 40', 'Centro', 'Residencial');
INSERT INTO endereco (cidade, cep, estado, rua, bairro, tipo_endereco) VALUES ('Carmo do Rio Verde', '76340-005', 'Goiás', 'Avenida Goiás, 50', 'Jardim América', 'Residencial');
INSERT INTO endereco (cidade, cep, estado, rua, bairro, tipo_endereco) VALUES ('Castelândia', '75925-001', 'Goiás', 'Avenida Principal, 10', 'Centro', 'Residencial');
INSERT INTO endereco (cidade, cep, estado, rua, bairro, tipo_endereco) VALUES ('Castelândia', '75925-002', 'Goiás', 'Rua do Comércio, 20', 'Setor Central', 'Residencial');
INSERT INTO endereco (cidade, cep, estado, rua, bairro, tipo_endereco) VALUES ('Castelândia', '75925-003', 'Goiás', 'Avenida Brasil, 30', 'Vila Nova', 'Residencial');
INSERT INTO endereco (cidade, cep, estado, rua, bairro, tipo_endereco) VALUES ('Castelândia', '75925-004', 'Goiás', 'Rua João Horácio, 40', 'Centro', 'Residencial');

-- inserts da tabela Registra, ligando os 1000 usuários aos 1000 endereços residenciais.
INSERT INTO registra (fk_usuarios_id_usuario, fk_endereco_id_endereco) VALUES
(1, 1),
(2, 2),
(3, 3),
(4, 4),
(5, 5),
(6, 6),
(7, 7),
(8, 8),
(9, 9),
(10, 10),
(11, 11),
(12, 12),
(13, 13),
(14, 14),
(15, 15),
(16, 16),
(17, 17),
(18, 18),
(19, 19),
(20, 20),
(21, 21),
(22, 22),
(23, 23),
(24, 24),
(25, 25),
(26, 26),
(27, 27),
(28, 28),
(29, 29),
(30, 30),
(31, 31),
(32, 32),
(33, 33),
(34, 34),
(35, 35),
(36, 36),
(37, 37),
(38, 38),
(39, 39),
(40, 40),
(41, 41),
(42, 42),
(43, 43),
(44, 44),
(45, 45),
(46, 46),
(47, 47),
(48, 48),
(49, 49),
(50, 50),
(51, 51),
(52, 52),
(53, 53),
(54, 54),
(55, 55),
(56, 56),
(57, 57),
(58, 58),
(59, 59),
(60, 60),
(61, 61),
(62, 62),
(63, 63),
(64, 64),
(65, 65),
(66, 66),
(67, 67),
(68, 68),
(69, 69),
(70, 70),
(71, 71),
(72, 72),
(73, 73),
(74, 74),
(75, 75),
(76, 76),
(77, 77),
(78, 78),
(79, 79),
(80, 80),
(81, 81),
(82, 82),
(83, 83),
(84, 84),
(85, 85),
(86, 86),
(87, 87),
(88, 88),
(89, 89),
(90, 90),
(91, 91),
(92, 92),
(93, 93),
(94, 94),
(95, 95),
(96, 96),
(97, 97),
(98, 98),
(99, 99),
(100, 100),
(101, 101),
(102, 102),
(103, 103),
(104, 104),
(105, 105),
(106, 106),
(107, 107),
(108, 108),
(109, 109),
(110, 110),
(111, 111),
(112, 112),
(113, 113),
(114, 114),
(115, 115),
(116, 116),
(117, 117),
(118, 118),
(119, 119),
(120, 120),
(121, 121),
(122, 122),
(123, 123),
(124, 124),
(125, 125),
(126, 126),
(127, 127),
(128, 128),
(129, 129),
(130, 130),
(131, 131),
(132, 132),
(133, 133),
(134, 134),
(135, 135),
(136, 136),
(137, 137),
(138, 138),
(139, 139),
(140, 140),
(141, 141),
(142, 142),
(143, 143),
(144, 144),
(145, 145),
(146, 146),
(147, 147),
(148, 148),
(149, 149),
(150, 150),
(151, 151),
(152, 152),
(153, 153),
(154, 154),
(155, 155),
(156, 156),
(157, 157),
(158, 158),
(159, 159),
(160, 160),
(161, 161),
(162, 162),
(163, 163),
(164, 164),
(165, 165),
(166, 166),
(167, 167),
(168, 168),
(169, 169),
(170, 170),
(171, 171),
(172, 172),
(173, 173),
(174, 174),
(175, 175),
(176, 176),
(177, 177),
(178, 178),
(179, 179),
(180, 180),
(181, 181),
(182, 182),
(183, 183),
(184, 184),
(185, 185),
(186, 186),
(187, 187),
(188, 188),
(189, 189),
(190, 190),
(191, 191),
(192, 192),
(193, 193),
(194, 194),
(195, 195),
(196, 196),
(197, 197),
(198, 198),
(199, 199),
(200, 200),
(201, 201),
(202, 202),
(203, 203),
(204, 204),
(205, 205),
(206, 206),
(207, 207),
(208, 208),
(209, 209),
(210, 210),
(211, 211),
(212, 212),
(213, 213),
(214, 214),
(215, 215),
(216, 216),
(217, 217),
(218, 218),
(219, 219),
(220, 220),
(221, 221),
(222, 222),
(223, 223),
(224, 224),
(225, 225),
(226, 226),
(227, 227),
(228, 228),
(229, 229),
(230, 230),
(231, 231),
(232, 232),
(233, 233),
(234, 234),
(235, 235),
(236, 236),
(237, 237),
(238, 238),
(239, 239),
(240, 240),
(241, 241),
(242, 242),
(243, 243),
(244, 244),
(245, 245),
(246, 246),
(247, 247),
(248, 248),
(249, 249),
(250, 250),
(251, 251),
(252, 252),
(253, 253),
(254, 254),
(255, 255),
(256, 256),
(257, 257),
(258, 258),
(259, 259),
(260, 260),
(261, 261),
(262, 262),
(263, 263),
(264, 264),
(265, 265),
(266, 266),
(267, 267),
(268, 268),
(269, 269),
(270, 270),
(271, 271),
(272, 272),
(273, 273),
(274, 274),
(275, 275),
(276, 276),
(277, 277),
(278, 278),
(279, 279),
(280, 280),
(281, 281),
(282, 282),
(283, 283),
(284, 284),
(285, 285),
(286, 286),
(287, 287),
(288, 288),
(289, 289),
(290, 290),
(291, 291),
(292, 292),
(293, 293),
(294, 294),
(295, 295),
(296, 296),
(297, 297),
(298, 298),
(299, 299),
(300, 300),
(301, 301),
(302, 302),
(303, 303),
(304, 304),
(305, 305),
(306, 306),
(307, 307),
(308, 308),
(309, 309),
(310, 310),
(311, 311),
(312, 312),
(313, 313),
(314, 314),
(315, 315),
(316, 316),
(317, 317),
(318, 318),
(319, 319),
(320, 320),
(321, 321),
(322, 322),
(323, 323),
(324, 324),
(325, 325),
(326, 326),
(327, 327),
(328, 328),
(329, 329),
(330, 330),
(331, 331),
(332, 332),
(333, 333),
(334, 334),
(335, 335),
(336, 336),
(337, 337),
(338, 338),
(339, 339),
(340, 340),
(341, 341),
(342, 342),
(343, 343),
(344, 344),
(345, 345),
(346, 346),
(347, 347),
(348, 348),
(349, 349),
(350, 350),
(351, 351),
(352, 352),
(353, 353),
(354, 354),
(355, 355),
(356, 356),
(357, 357),
(358, 358),
(359, 359),
(360, 360),
(361, 361),
(362, 362),
(363, 363),
(364, 364),
(365, 365),
(366, 366),
(367, 367),
(368, 368),
(369, 369),
(370, 370),
(371, 371),
(372, 372),
(373, 373),
(374, 374),
(375, 375),
(376, 376),
(377, 377),
(378, 378),
(379, 379),
(380, 380),
(381, 381),
(382, 382),
(383, 383),
(384, 384),
(385, 385),
(386, 386),
(387, 387),
(388, 388),
(389, 389),
(390, 390),
(391, 391),
(392, 392),
(393, 393),
(394, 394),
(395, 395),
(396, 396),
(397, 397),
(398, 398),
(399, 399),
(400, 400),
(401, 401),
(402, 402),
(403, 403),
(404, 404),
(405, 405),
(406, 406),
(407, 407),
(408, 408),
(409, 409),
(410, 410),
(411, 411),
(412, 412),
(413, 413),
(414, 414),
(415, 415),
(416, 416),
(417, 417),
(418, 418),
(419, 419),
(420, 420),
(421, 421),
(422, 422),
(423, 423),
(424, 424),
(425, 425),
(426, 426),
(427, 427),
(428, 428),
(429, 429),
(430, 430),
(431, 431),
(432, 432),
(433, 433),
(434, 434),
(435, 435),
(436, 436),
(437, 437),
(438, 438),
(439, 439),
(440, 440),
(441, 441),
(442, 442),
(443, 443),
(444, 444),
(445, 445),
(446, 446),
(447, 447),
(448, 448),
(449, 449),
(450, 450),
(451, 451),
(452, 452),
(453, 453),
(454, 454),
(455, 455),
(456, 456),
(457, 457),
(458, 458),
(459, 459),
(460, 460),
(461, 461),
(462, 462),
(463, 463),
(464, 464),
(465, 465),
(466, 466),
(467, 467),
(468, 468),
(469, 469),
(470, 470),
(471, 471),
(472, 472),
(473, 473),
(474, 474),
(475, 475),
(476, 476),
(477, 477),
(478, 478),
(479, 479),
(480, 480),
(481, 481),
(482, 482),
(483, 483),
(484, 484),
(485, 485),
(486, 486),
(487, 487),
(488, 488),
(489, 489),
(490, 490),
(491, 491),
(492, 492),
(493, 493),
(494, 494),
(495, 495),
(496, 496),
(497, 497),
(498, 498),
(499, 499),
(500, 500),
(501, 501),
(502, 502),
(503, 503),
(504, 504),
(505, 505),
(506, 506),
(507, 507),
(508, 508),
(509, 509),
(510, 510),
(511, 511),
(512, 512),
(513, 513),
(514, 514),
(515, 515),
(516, 516),
(517, 517),
(518, 518),
(519, 519),
(520, 520),
(521, 521),
(522, 522),
(523, 523),
(524, 524),
(525, 525),
(526, 526),
(527, 527),
(528, 528),
(529, 529),
(530, 530),
(531, 531),
(532, 532),
(533, 533),
(534, 534),
(535, 535),
(536, 536),
(537, 537),
(538, 538),
(539, 539),
(540, 540),
(541, 541),
(542, 542),
(543, 543),
(544, 544),
(545, 545),
(546, 546),
(547, 547),
(548, 548),
(549, 549),
(550, 550),
(551, 551),
(552, 552),
(553, 553),
(554, 554),
(555, 555),
(556, 556),
(557, 557),
(558, 558),
(559, 559),
(560, 560),
(561, 561),
(562, 562),
(563, 563),
(564, 564),
(565, 565),
(566, 566),
(567, 567),
(568, 568),
(569, 569),
(570, 570),
(571, 571),
(572, 572),
(573, 573),
(574, 574),
(575, 575),
(576, 576),
(577, 577),
(578, 578),
(579, 579),
(580, 580),
(581, 581),
(582, 582),
(583, 583),
(584, 584),
(585, 585),
(586, 586),
(587, 587),
(588, 588),
(589, 589),
(590, 590),
(591, 591),
(592, 592),
(593, 593),
(594, 594),
(595, 595),
(596, 596),
(597, 597),
(598, 598),
(599, 599),
(600, 600),
(601, 601),
(602, 602),
(603, 603),
(604, 604),
(605, 605),
(606, 606),
(607, 607),
(608, 608),
(609, 609),
(610, 610),
(611, 611),
(612, 612),
(613, 613),
(614, 614),
(615, 615),
(616, 616),
(617, 617),
(618, 618),
(619, 619),
(620, 620),
(621, 621),
(622, 622),
(623, 623),
(624, 624),
(625, 625),
(626, 626),
(627, 627),
(628, 628),
(629, 629),
(630, 630),
(631, 631),
(632, 632),
(633, 633),
(634, 634),
(635, 635),
(636, 636),
(637, 637),
(638, 638),
(639, 639),
(640, 640),
(641, 641),
(642, 642),
(643, 643),
(644, 644),
(645, 645),
(646, 646),
(647, 647),
(648, 648),
(649, 649),
(650, 650),
(651, 651),
(652, 652),
(653, 653),
(654, 654),
(655, 655),
(656, 656),
(657, 657),
(658, 658),
(659, 659),
(660, 660),
(661, 661),
(662, 662),
(663, 663),
(664, 664),
(665, 665),
(666, 666),
(667, 667),
(668, 668),
(669, 669),
(670, 670),
(671, 671),
(672, 672),
(673, 673),
(674, 674),
(675, 675),
(676, 676),
(677, 677),
(678, 678),
(679, 679),
(680, 680),
(681, 681),
(682, 682),
(683, 683),
(684, 684),
(685, 685),
(686, 686),
(687, 687),
(688, 688),
(689, 689),
(690, 690),
(691, 691),
(692, 692),
(693, 693),
(694, 694),
(695, 695),
(696, 696),
(697, 697),
(698, 698),
(699, 699),
(700, 700),
(701, 701),
(702, 702),
(703, 703),
(704, 704),
(705, 705),
(706, 706),
(707, 707),
(708, 708),
(709, 709),
(710, 710),
(711, 711),
(712, 712),
(713, 713),
(714, 714),
(715, 715),
(716, 716),
(717, 717),
(718, 718),
(719, 719),
(720, 720),
(721, 721),
(722, 722),
(723, 723),
(724, 724),
(725, 725),
(726, 726),
(727, 727),
(728, 728),
(729, 729),
(730, 730),
(731, 731),
(732, 732),
(733, 733),
(734, 734),
(735, 735),
(736, 736),
(737, 737),
(738, 738),
(739, 739),
(740, 740),
(741, 741),
(742, 742),
(743, 743),
(744, 744),
(745, 745),
(746, 746),
(747, 747),
(748, 748),
(749, 749),
(750, 750),
(751, 751),
(752, 752),
(753, 753),
(754, 754),
(755, 755),
(756, 756),
(757, 757),
(758, 758),
(759, 759),
(760, 760),
(761, 761),
(762, 762),
(763, 763),
(764, 764),
(765, 765),
(766, 766),
(767, 767),
(768, 768),
(769, 769),
(770, 770),
(771, 771),
(772, 772),
(773, 773),
(774, 774),
(775, 775),
(776, 776),
(777, 777),
(778, 778),
(779, 779),
(780, 780),
(781, 781),
(782, 782),
(783, 783),
(784, 784),
(785, 785),
(786, 786),
(787, 787),
(788, 788),
(789, 789),
(790, 790),
(791, 791),
(792, 792),
(793, 793),
(794, 794),
(795, 795),
(796, 796),
(797, 797),
(798, 798),
(799, 799),
(800, 800),
(801, 801),
(802, 802),
(803, 803),
(804, 804),
(805, 805),
(806, 806),
(807, 807),
(808, 808),
(809, 809),
(810, 810),
(811, 811),
(812, 812),
(813, 813),
(814, 814),
(815, 815),
(816, 816),
(817, 817),
(818, 818),
(819, 819),
(820, 820),
(821, 821),
(822, 822),
(823, 823),
(824, 824),
(825, 825),
(826, 826),
(827, 827),
(828, 828),
(829, 829),
(830, 830),
(831, 831),
(832, 832),
(833, 833),
(834, 834),
(835, 835),
(836, 836),
(837, 837),
(838, 838),
(839, 839),
(840, 840),
(841, 841),
(842, 842),
(843, 843),
(844, 844),
(845, 845),
(846, 846),
(847, 847),
(848, 848),
(849, 849),
(850, 850),
(851, 851),
(852, 852),
(853, 853),
(854, 854),
(855, 855),
(856, 856),
(857, 857),
(858, 858),
(859, 859),
(860, 860),
(861, 861),
(862, 862),
(863, 863),
(864, 864),
(865, 865),
(866, 866),
(867, 867),
(868, 868),
(869, 869),
(870, 870),
(871, 871),
(872, 872),
(873, 873),
(874, 874),
(875, 875),
(876, 876),
(877, 877),
(878, 878),
(879, 879),
(880, 880),
(881, 881),
(882, 882),
(883, 883),
(884, 884),
(885, 885),
(886, 886),
(887, 887),
(888, 888),
(889, 889),
(890, 890),
(891, 891),
(892, 892),
(893, 893),
(894, 894),
(895, 895),
(896, 896),
(897, 897),
(898, 898),
(899, 899),
(900, 900),
(901, 901),
(902, 902),
(903, 903),
(904, 904),
(905, 905),
(906, 906),
(907, 907),
(908, 908),
(909, 909),
(910, 910),
(911, 911),
(912, 912),
(913, 913),
(914, 914),
(915, 915),
(916, 916),
(917, 917),
(918, 918),
(919, 919),
(920, 920),
(921, 921),
(922, 922),
(923, 923),
(924, 924),
(925, 925),
(926, 926),
(927, 927),
(928, 928),
(929, 929),
(930, 930),
(931, 931),
(932, 932),
(933, 933),
(934, 934),
(935, 935),
(936, 936),
(937, 937),
(938, 938),
(939, 939),
(940, 940),
(941, 941),
(942, 942),
(943, 943),
(944, 944),
(945, 945),
(946, 946),
(947, 947),
(948, 948),
(949, 949),
(950, 950),
(951, 951),
(952, 952),
(953, 953),
(954, 954),
(955, 955),
(956, 956),
(957, 957),
(958, 958),
(959, 959),
(960, 960),
(961, 961),
(962, 962),
(963, 963),
(964, 964),
(965, 965),
(966, 966),
(967, 967),
(968, 968),
(969, 969),
(970, 970),
(971, 971),
(972, 972),
(973, 973),
(974, 974),
(975, 975),
(976, 976),
(977, 977),
(978, 978),
(979, 979),
(980, 980),
(981, 981),
(982, 982),
(983, 983),
(984, 984),
(985, 985),
(986, 986),
(987, 987),
(988, 988),
(989, 989),
(990, 990),
(991, 991),
(992, 992),
(993, 993),
(994, 994),
(995, 995),
(996, 996),
(997, 997),
(998, 998),
(999, 999),
(1000, 1000);

INSERT INTO `adrianob_2025petcare5`.`animais` (id_animal, animal_nome, porte, especie, cor, raca, imagem, animal_descricao, animal_rg, status, fk_animais_id_usuario) VALUES
(1, 'Lola', 'Pequeno', 'Canina', 'Cinza', 'Chihuahua', '/imagens/canina/lola.jpg', 'Adora correr e passear.', '100000001', 'Adotado', 1),
(2, 'Misty', 'Grande', 'Aves', 'Amarelo', 'Cacatua', '/imagens/aves/misty.jpg', 'Muito dócil e brincalhão.', NULL, 'Disponível', 123),
(3, 'Buddy', 'Pequeno', 'Felina', 'Laranja', 'SRD', '/imagens/felina/buddy.jpg', 'Companheiro(a) ideal para a família.', '100000003', 'Disponível', 56),
(4, 'Penny', 'Médio', 'Canina', 'Tigrado', 'Shih Tzu', '/imagens/canina/penny.jpg', 'Adapta-se bem a novos ambientes.', NULL, 'Adotado', 998),
(5, 'Duke', 'Médio', 'Répteis', 'Cinza', 'Cobra do Milho', '/imagens/repteis/duke.jpg', 'Calmo e dorminhoco.', '100000005', 'Disponível', 301),
(6, 'Molly', 'Pequeno', 'Canina', 'Marrom', 'Vira-lata', '/imagens/canina/molly.jpg', 'Adora carinho e atenção.', NULL, 'Disponível', 722),
(7, 'Abby', 'Médio', 'Roedores', 'Cinza', 'Hamster', '/imagens/roedores/abby.jpg', 'Sempre pronto(a) para uma aventura.', '100000007', 'Disponível', 456),
(8, 'Zoe', 'Médio', 'Aves', 'Branco e Preto', 'Calopsita', '/imagens/aves/zoe.jpg', 'Brincalhão(a) e divertido(a).', NULL, 'Desaparecido', 210),
(9, 'Frankie', 'Grande', 'Canina', 'Dourado', 'Labrador', '/imagens/canina/frankie.jpg', 'Amigável com outros animais.', '100000009', 'Disponível', 680),
(10, 'Lucky', 'Médio', 'Felina', 'Laranja', 'Siamês', '/imagens/felina/lucky.jpg', 'Companheiro(a) ideal para a família.', NULL, 'Disponível', 91),
(11, 'Cooper', 'Grande', 'Canina', 'Malhado', 'Labrador', '/imagens/canina/cooper.jpg', 'Muito dócil e brincalhão.', '100000011', 'Disponível', 345),
(12, 'Bella', 'Pequeno', 'Aves', 'Amarelo', 'Agapornis', '/imagens/aves/bella.jpg', 'Calmo e dorminhoco.', NULL, 'Adotado', 789),
(13, 'Daisy', 'Grande', 'Canina', 'Branco e Preto', 'Husky Siberiano', '/imagens/canina/daisy.jpg', 'Fiel e protetor(a).', '100000013', 'Disponível', 101),
(14, 'Ruby', 'Médio', 'Felina', 'Tigrado', 'Bengal', '/imagens/felina/ruby.jpg', 'Precisa de muito espaço e atividade.', NULL, 'Disponível', 550),
(15, 'Oscar', 'Médio', 'Roedores', 'Marrom', 'Coelho', '/imagens/roedores/osc.jpg', 'Energético e curioso.', '100000015', 'Disponível', 23),
(16, 'Smokey', 'Pequeno', 'Peixes', 'Azul', 'Néon', '/imagens/peixes/smo.jpg', 'Independente e explorador(a).', NULL, 'Disponível', 812),
(17, 'Teddy', 'Grande', 'Canina', 'Preto', 'Pastor Alemão', '/imagens/canina/ted.jpg', 'Adora crianças.', '100000017', 'Disponível', 47),
(18, 'Oliver', 'Médio', 'Aves', 'Laranja', 'Periquito', '/imagens/aves/oli.jpg', 'Adapta-se bem a novos ambientes.', NULL, 'Disponível', 605),
(19, 'Chloe', 'Grande', 'Canina', 'Marrom', 'Golden Retriever', '/imagens/canina/chl.jpg', 'Esperto(a) e fácil de treinar.', '100000019', 'Adotado', 178),
(20, 'Sadie', 'Médio', 'Felina', 'Branco', 'Persa', '/imagens/felina/sad.jpg', 'Calmo e dorminhoco.', NULL, 'Disponível', 902),
(21, 'Hazel', 'Pequeno', 'Roedores', 'Dourado', 'Porquinho da Índia', '/imagens/roedores/haz.jpg', 'Precisa de muito espaço e atividade.', '100000021', 'Disponível', 333),
(22, 'BellaLuna', 'Grande', 'Canina', 'Malhado', 'Labrador', '/imagens/canina/bellaluna.jpg', 'Adora crianças.', NULL, 'Disponível', 754),
(23, 'Milo', 'Médio', 'Felina', 'Tigrado', 'Maine Coon', '/imagens/felina/milo.jpg', 'Companheiro(a) ideal para a família.', '100000023', 'Disponível', 222),
(24, 'Piper', 'Pequeno', 'Peixes', 'Vermelho', 'Betta', '/imagens/peixes/piper.jpg', 'Gosta de carinho e atenção.', NULL, 'Disponível', 87),
(25, 'Roxy', 'Médio', 'Aves', 'Branco', 'Canário', '/imagens/aves/roxy.jpg', 'Muito dócil e brincalhão.', '100000025', 'Desaparecido', 500),
(26, 'Scout', 'Grande', 'Canina', 'Preto', 'Boxer', '/imagens/canina/scout.jpg', 'Fiel e protetor(a).', NULL, 'Disponível', 12),
(27, 'Ginger', 'Pequeno', 'Felina', 'Branco e Preto', 'British Shorthair', '/imagens/felina/ginger.jpg', 'Independente e explorador(a).', '100000027', 'Disponível', 699),
(28, 'Leo', 'Médio', 'Répteis', 'Verde', 'Iguana', '/imagens/repteis/leo.jpg', 'Brincalhão(a) e divertido(a).', NULL, 'Adotado', 400),
(29, 'Rocky', 'Grande', 'Canina', 'Laranja', 'Golden Retriever', '/imagens/canina/rocky.jpg', 'Esperto(a) e fácil de treinar.', '100000029', 'Disponível', 911),
(30, 'Nala', 'Médio', 'Felina', 'Cinza', 'Sphynx', '/imagens/felina/nala.jpg', 'Calmo e dorminhoco.', NULL, 'Disponível', 66),
(31, 'Zeus', 'Pequeno', 'Roedores', 'Branco', 'Rato Twister', '/imagens/roedores/zeus.jpg', 'Energético e curioso.', '100000031', 'Disponível', 730),
(32, 'Coco', 'Grande', 'Canina', 'Marrom', 'Vira-lata', '/imagens/canina/coco.jpg', 'Precisa de muito espaço e atividade.', NULL, 'Disponível', 1),
(33, 'Max', 'Médio', 'Aves', 'Amarelo', 'Agapornis', '/imagens/aves/max.jpg', 'Um(a) verdadeiro(a) anjo.', '100000033', 'Desaparecido', 888),
(34, 'Lily', 'Pequeno', 'Peixes', 'Dourado', 'Kingyo', '/imagens/peixes/lily.jpg', 'Independente e explorador(a).', NULL, 'Disponível', 444),
(35, 'Chewie', 'Grande', 'Canina', 'Branco e Preto', 'Husky Siberiano', '/imagens/canina/chewie.jpg', 'Adora crianças.', '100000035', 'Disponível', 150),
(36, 'Gracie', 'Médio', 'Felina', 'Laranja', 'SRD', '/imagens/felina/gracie.jpg', 'Companheiro(a) ideal para a família.', NULL, 'Adotado', 620),
(37, 'Gizmo', 'Pequeno', 'Roedores', 'Marrom', 'Coelho', '/imagens/roedores/gizmo.jpg', 'Gosta de carinho e atenção.', '100000037', 'Disponível', 29),
(38, 'Apollo', 'Grande', 'Canina', 'Preto', 'Pastor Alemão', '/imagens/canina/apollo.jpg', 'Fiel e protetor(a).', NULL, 'Disponível', 970),
(39, 'Bentley', 'Médio', 'Felina', 'Branco', 'Persa', '/imagens/felina/bentley.jpg', 'Adapta-se bem a novos ambientes.', '100000039', 'Disponível', 580),
(40, 'Sunny', 'Pequeno', 'Roedores', 'Cinza', 'Porquinho da Índia', '/imagens/roedores/sunny.jpg', 'Sempre pronto(a) para uma aventura.', NULL, 'Disponível', 31),
(41, 'Shadow', 'Grande', 'Canina', 'Dourado', 'Golden Retriever', '/imagens/canina/shadow.jpg', 'Esperto(a) e fácil de treinar.', '100000041', 'Disponível', 70),
(42, 'Oreo', 'Médio', 'Felina', 'Tigrado', 'Bengal', '/imagens/felina/oreo.jpg', 'Brincalhão(a) e divertido(a).', NULL, 'Desaparecido', 260),
(43, 'Diesel', 'Pequeno', 'Aves', 'Branco e Preto', 'Periquito', '/imagens/aves/diesel.jpg', 'Calmo e dorminhoco.', '100000043', 'Disponível', 840),
(44, 'Sophie', 'Grande', 'Canina', 'Preto', 'Labrador', '/imagens/canina/sophie.jpg', 'Adora crianças.', NULL, 'Disponível', 490),
(45, 'Cocoa', 'Médio', 'Felina', 'Laranja', 'Maine Coon', '/imagens/felina/cocoa.jpg', 'Companheiro(a) ideal para a família.', '100000045', 'Adotado', 199),
(46, 'Bear', 'Pequeno', 'Peixes', 'Azul', 'Guppy', '/imagens/peixes/bear.jpg', 'Independente e explorador(a).', NULL, 'Disponível', 650),
(47, 'GingerSnap', 'Grande', 'Canina', 'Cinza', 'Bulldog Francês', '/imagens/canina/gingersnap.jpg', 'Precisa de muito espaço e atividade.', '100000047', 'Disponível', 30),
(48, 'Flash', 'Médio', 'Felina', 'Branco', 'Ragdoll', '/imagens/felina/flash.jpg', 'Um(a) verdadeiro(a) anjo.', NULL, 'Disponível', 99),
(49, 'Boomer', 'Pequeno', 'Roedores', 'Marrom', 'Hamster', '/imagens/roedores/boomer.jpg', 'Energético e curioso.', '100000049', 'Disponível', 777),
(50, 'Willow', 'Grande', 'Canina', 'Dourado', 'Golden Retriever', '/imagens/canina/willow.jpg', 'Fiel e protetor(a).', NULL, 'Disponível', 420),
(51, 'Stormy', 'Médio', 'Felina', 'Tigrado', 'SRD', '/imagens/felina/stormy.jpg', 'Gosta de carinho e atenção.', '100000051', 'Disponível', 111),
(52, 'Hunter', 'Pequeno', 'Aves', 'Amarelo', 'Calopsita', '/imagens/aves/hunter.jpg', 'Muito dócil e brincalhão.', NULL, 'Desaparecido', 632),
(53, 'Winston', 'Grande', 'Canina', 'Preto', 'Boxer', '/imagens/canina/winston.jpg', 'Esperto(a) e fácil de treinar.', '100000053', 'Disponível', 280),
(54, 'Honey', 'Médio', 'Felina', 'Branco e Preto', 'American Shorthair', '/imagens/felina/honey.jpg', 'Adapta-se bem a novos ambientes.', NULL, 'Disponível', 950),
(55, 'Ziggy', 'Pequeno', 'Peixes', 'Vermelho', 'Betta', '/imagens/peixes/ziggy.jpg', 'Calmo e dorminhoco.', '100000055', 'Adotado', 370),
(56, 'Sam', 'Grande', 'Canina', 'Marrom', 'Pastor Alemão', '/imagens/canina/sam.jpg', 'Adora crianças.', NULL, 'Disponível', 800),
(57, 'Pearl', 'Médio', 'Felina', 'Cinza', 'Persa', '/imagens/felina/pearl.jpg', 'Companheiro(a) ideal para a família.', '100000057', 'Disponível', 50),
(58, 'Angel', 'Pequeno', 'Roedores', 'Laranja', 'Porquinho da Índia', '/imagens/roedores/angel.jpg', 'Energético e curioso.', NULL, 'Disponível', 710),
(59, 'Brutus', 'Grande', 'Canina', 'Branco', 'Husky Siberiano', '/imagens/canina/brutus.jpg', 'Precisa de muito espaço e atividade.', '100000059', 'Disponível', 205),
(60, 'Skye', 'Médio', 'Felina', 'Preto', 'Maine Coon', '/imagens/felina/skye.jpg', 'Um(a) verdadeiro(a) anjo.', NULL, 'Desaparecido', 930),
(61, 'Rosie', 'Pequeno', 'Aves', 'Dourado', 'Periquito', '/imagens/aves/rosie.jpg', 'Muito dócil e brincalhão.', '100000061', 'Disponível', 60),
(62, 'Charlie', 'Grande', 'Canina', 'Malhado', 'Labrador', '/imagens/canina/charlie.jpg', 'Fiel e protetor(a).', NULL, 'Disponível', 850),
(63, 'Cleo', 'Médio', 'Felina', 'Azul', 'British Shorthair', '/imagens/felina/cleo.jpg', 'Independente e explorador(a).', '100000063', 'Adotado', 180),
